mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.003139019012451172,4.964490865100785e-05,0.000865936279296875,2.2408809924143184e-05,3,5,"{'max_depth': 3, 'n_estimators': 5}",0.9375,0.8936170212765957,0.9148936170212766,0.9153368794326241,0.017917892669687727,9
0.0041997432708740234,0.0002448131226174245,0.0008323192596435547,3.074829488126997e-05,3,10,"{'max_depth': 3, 'n_estimators': 10}",0.9791666666666666,0.9361702127659575,0.9574468085106383,0.9575945626477541,0.017553539727981328,6
0.0056006113688151045,5.154266830257803e-05,0.0009487469991048177,1.6041316693072575e-05,3,15,"{'max_depth': 3, 'n_estimators': 15}",1.0,0.9361702127659575,0.9574468085106383,0.9645390070921986,0.02653657721116269,5
0.0022873878479003906,4.034419977717214e-05,0.0006642341613769531,3.5906080757661366e-05,5,5,"{'max_depth': 5, 'n_estimators': 5}",0.8958333333333334,0.9574468085106383,0.9361702127659575,0.9298167848699764,0.02555164202653347,7
0.003943920135498047,1.635210819195008e-05,0.0007978280385335287,3.414041575325994e-05,5,10,"{'max_depth': 5, 'n_estimators': 10}",0.9583333333333334,0.9574468085106383,1.0,0.9719267139479907,0.019854109967187717,3
0.005672295888264974,1.1074422520380365e-05,0.0009733041127522787,3.6836163422524324e-05,5,15,"{'max_depth': 5, 'n_estimators': 15}",1.0,0.9574468085106383,1.0,0.9858156028368795,0.02005976684217154,1
0.0022972424825032554,2.4000540472950032e-05,0.0006173451741536459,1.3810910540408108e-06,7,5,"{'max_depth': 7, 'n_estimators': 5}",0.8958333333333334,0.9574468085106383,0.9361702127659575,0.9298167848699764,0.02555164202653347,7
0.003939628601074219,4.7842397509550765e-06,0.0007979869842529297,2.1370073166176375e-05,7,10,"{'max_depth': 7, 'n_estimators': 10}",0.9583333333333334,0.9574468085106383,0.9787234042553191,0.9648345153664303,0.009827594059288316,4
0.005691925684611003,2.5355703484356265e-05,0.0009437402089436849,2.4244042214358826e-05,7,15,"{'max_depth': 7, 'n_estimators': 15}",1.0,0.9574468085106383,0.9787234042553191,0.9787234042553191,0.0173722676793133,2
